# timestamp x y z qx qy qz qw
1305031453.404816 1.3127554565565325 0.8572586267086943 1.5125358568943552 0.8818208481434899 0.2455366422923284 -0.09363957608666593 -0.39158061604427596
1305031453.436941 1.3021098368551522 0.8798137674337024 1.4965769312047184 0.8700961890491865 0.2819064362487921 -0.10197211802862091 -0.3912327569981139
1305031453.473352 83816132.93543166 -101066571.15185201 106869421.02975886 0.6933533028714991 0.05633170759570068 -0.6685092881300465 0.26302712369714665
1305031453.505218 86557623.78474785 -96509202.92169672 85790763.28647341 0.8375156245221446 -0.5109592396513923 0.05453501648248355 0.18577988608406545
1305031453.538301 205176881.12927598 -24247620.355906278 15976440.47695063 0.14038255613171627 0.09330895171038724 0.2481384115554081 0.953946280550112
1305031453.574074 234833326.67800096 7652268.572371915 12125520.694760598 -0.029613688111190542 -0.057583489729882184 0.9209832793118613 0.38418351137828854
1305031453.605314 232580896.0192011 6033127.781910198 31812266.024022426 0.24536517002283778 0.9602338628409366 0.09690853099923892 0.09140896352550283
1305031453.636951 222801199.09695038 402267.27948881406 75824440.90531254 0.916278653356466 -0.3717174060609093 -0.010409255217077414 -0.14883294944479256
1305031453.673185 220155415.15023243 -23606580.40371453 171317370.94096744 0.6563440144186056 -0.6247768494001318 -0.13667095691735082 -0.4002342723028727
1305031453.705487 105789798.97223349 -97349058.46791545 184575666.9659474 0.6463943766022067 0.06576041594689946 0.6364804185638383 -0.41562309172655065
1305031453.736856 -58560125.132236525 -219296899.42989522 179710542.36333257 -0.4733733238623575 -0.3338984159977863 0.5776404869195898 -0.5751182590745768
1305031453.773786 -54340765.94230543 -199716427.92378962 171182190.91892135 0.8821537255505022 -0.22927393723613504 -0.39186248043605093 0.1252280424989373
1305031453.805041 -52751384.078424215 -199794614.93409595 172612313.88675088 0.7334868972554296 0.47353028675017345 -0.18260897196527198 -0.45212830307633667
1305031453.840352 -44396472.30517866 -204868313.39492828 178868827.47438613 0.2901637202373094 -0.5255631404060586 0.3324395144679534 0.7273736111001534
1305031453.869618 -35966086.407803036 -196624899.68536797 175229980.78673926 -0.16733228060345495 -0.1159961970307027 0.23247486574644688 0.9510521683580941
1305031453.905519 -28438505.556273412 -204084868.3491469 149668478.32486546 0.07778192804077333 0.9068594055724646 -0.283313162020113 0.3021417588172501
1305031453.940012 -20399985.510821827 -207606384.4002966 145219836.7839504 0.311399138716378 0.2591160446199595 0.9140790324782722 0.018680851447168283
1305031453.972592 -30211976.671475038 -215490265.4028131 142669132.9322224 0.663566973229149 0.11553983850816855 0.3238549785041074 0.6644150590219311
1305031454.003179 -26961119.612964466 -206235973.8156049 136094777.9536281 0.05148788411996491 0.5743419671697917 0.7242214010138708 -0.37813180883111264
1305031454.040976 -30807104.943984143 -202110211.73231578 126415013.70911652 0.0742884210466174 0.5153955894941511 0.7644293079085626 -0.3801268867612671
1305031454.07269 -26287855.11582431 -187934233.21342283 147849832.81152964 0.8665046117328383 -0.3938351068401969 -0.052633046445288094 -0.3021480247954339
1305031454.104619 -10055584.12905289 -191780738.98588407 137454301.06223437 0.7592554053969415 -0.5891022663615494 0.25272227057645735 0.1123441280080631
1305031454.14103 -19561412.20723276 -189171903.4600412 155488613.1384642 -0.016170855976147428 -0.15166464701116827 0.8689952830742801 -0.4707266045791633
1305031454.172688 -28068198.046765212 -184261375.78160146 158709444.44034302 0.6974189192247146 -0.2779593238901348 -0.4791945044975062 -0.45466261362614746
1305031454.204626 -34027149.38836939 -172609099.77676597 146150977.69379488 0.5982881360753197 0.700883113486201 0.30618136161214093 0.23888729824489233
1305031454.240858 -27876551.39157941 -155613178.17663884 156978010.00166947 0.02241963935458122 -0.2989504120594622 0.5974121702172209 0.7437907701612319
1305031454.273489 -19388765.31553849 -153167370.4303662 136885533.9595199 0.7279193049439335 0.5560158913138921 0.05631304860402834 0.3972513746398862
1305031454.304744 -11752377.849769697 -155912627.57816452 127879197.53988408 0.6829071003172422 0.32693353880462134 0.2636661732828621 0.5976893027379317
1305031454.340806 -37368295.26208215 -143078798.27295417 110569467.72877784 0.2673170053357366 0.866499836511326 0.407928698062302 0.10636648570566896
1305031454.372652 -56939581.49294762 -158522168.55689424 102153294.32036495 0.62981871377164 0.4523915350028848 -0.29977494259568443 0.5557025019131412
1305031454.401962 -47448901.425284 -220043093.9653665 84142577.49175414 0.4905958382446033 0.6919595666550665 0.458677479927042 -0.2648068183022963
1305031454.437248 -50963255.4260566 -278483341.83972305 57045289.01844926 0.41344832592659275 0.5280724136096081 0.741697949959155 -0.009173810517313766
1305031454.470741 -97568436.00161837 -165094960.61074084 96811754.52892923 0.3093687599557957 0.45575810160101893 -0.454389790782678 0.7000753111065429
1305031454.503859 -81699899.6422093 -136849739.19718158 127934779.39219818 0.7038762582308751 -0.46969492418916076 0.5328647700467698 -0.00016772848295750436
1305031454.538424 -122474963.1874902 -137648692.9736329 135178508.83136573 -0.42600678544202897 0.6027664131893115 -0.1880897590054214 0.647929866918885
1305031454.570323 -138555476.38140833 -177917135.2602371 198964847.445827 0.7420644570915096 -0.3930369866824181 -0.3680277837176155 -0.39927161060234145
1305031454.602019 -46634419.90689272 -120067130.35795024 261042386.57918477 -0.3171861683149386 -0.37855003101092366 0.7216359201649615 -0.48511277800011143
1305031454.639284 -41578603.08298692 17223780.7614868 232891185.76834273 0.6614115594872769 -0.2145630517047866 0.6918561758809184 0.19450572668990732
1305031454.669573 -290090114.65097225 245935201.25573832 125312010.12272811 0.790680487931462 0.43381870435308084 0.3173453402197535 0.2931170974178887
1305031454.70203 -880226030.4600437 221301513.62641454 395786795.59048134 0.5092809633601802 0.7037795819948556 -0.2721198803906501 0.41385742837630846
1305031454.740764 -1106362537.2686696 567743495.8964748 891747634.549386 0.43077059360204956 0.6475626027045719 0.4266184636327716 -0.46162328554117826
1305031454.772865 -847243267.4140275 -803418597.2636454 651854852.0085098 -0.5205274187434401 0.4614106537055943 0.6457994744822843 0.3147927155155802
1305031454.802574 -539420002.3952397 -1714969745.6730413 688338440.1507962 0.7533546241738184 -0.6110340162074731 -0.2429513029403311 0.008300944096057254
1305031454.8405 -932605534.1909095 -1666913536.3785725 -389899112.7904961 0.679245846951217 -0.6084827203888671 0.40461990895172323 0.06823919451156192
1305031454.870269 -710990127.0499532 -1881381255.4457705 -625366523.9679987 0.5217354093589186 0.6085099361482768 -0.47220490471912296 -0.36678378943064766
1305031454.901065 -863412342.1476744 -1913023859.571693 -649825847.2760608 -0.4812640495202396 0.44436774099046955 0.7371646206234487 -0.16586303840064603
1305031454.94024 -1145377580.1135538 -1710566965.7670689 -638438605.7925749 -0.6094782462473949 0.06161479959374955 0.7881998266333665 0.05899929760050522
1305031454.973081 -376062482.8770695 -1980827654.0439062 -870365503.0803592 -0.27495971788180573 0.9165644163354547 0.1985170190748985 -0.21189105074925055
1305031455.010759 -329161995.924866 -1997492501.5018926 -763002637.2534478 0.1991079165678355 -0.6509840437924005 0.7230592277217265 0.11730799416139705
1305031455.040446 -712588928.3355489 -1979768631.9901173 -117893603.46743941 -0.3083196039257043 0.3012677035163277 0.6437004433358873 0.6323183785896762
1305031455.074282 -709644301.1918101 -2253539533.1222844 -314796228.2866341 0.025507429523581225 -0.3416838049310079 -0.10985258789886704 0.9330240926250994
1305031455.11034 -753929442.773637 -2342194297.3857684 -294688795.590112 0.616841853299821 0.4893904522788801 -0.3640602798242953 -0.4974567578093305
1305031455.1427 -1221958976.0315318 -2250147258.989277 -415367834.97704864 0.45856810373006646 -0.43868963116797555 0.6187036182420771 -0.46311179484146
1305031455.172771 -618698429.6656338 -2439213069.470856 -225268135.31352216 -0.47254224917302223 -0.008778772281810216 0.8598599062742025 -0.19304843300541255
1305031455.210307 -792157432.3917577 -2427694636.1325607 36782043.26824406 -0.1305716854515712 0.9331829927802555 -0.22022741878132795 -0.2522308881975704
1305031455.24096 -602735043.1221155 -2205776487.9505014 399504814.9739945 0.16785832659896857 -0.41704611462796276 0.47029850673000423 0.759417826385872
1305031455.273001 -725170061.1300927 -2370437249.2459517 567393883.5318621 0.09323670697159965 -0.07735060291043394 0.8455452891755126 0.5199778501586226
1305031455.310303 -617274877.6366078 -2308216866.457329 572537005.6420406 0.8832806275959879 -0.26011500679529204 -0.2559106843714129 -0.2943896020209916
1305031455.342381 38519738.60603845 -1950692545.417179 776933586.8445668 -0.08900741902978968 0.9091622090029061 -0.19753655034659126 -0.3556417697006075
1305031455.37412 -3732059.7936369777 -2006030314.2753718 795759079.3731318 0.0762019609255299 0.8533201429511263 -0.3101833022426572 0.4120974566711297
1305031455.409213 56787881.07505581 -1875836950.1536624 701647309.0210532 -0.2160396146504173 0.8491709989808803 -0.10649922146567084 0.46999299486132645
1305031455.44238 245857074.59366852 -1835458614.0973873 642315076.6230121 0.7738791247254437 -0.5079902610334152 -0.25745865209453955 -0.27707767407542355
